temperature_C,humidity_%,soil_moisture_%,rainfall_mm,solar_radiation_Wm2,wind_speed_kmh,soil_pH,soil_type,crop_type,growth_stage,field_area_ha,days_since_rain,season,water_amount_liters
39.8,34.8,57.4,38.2,426.3,2.7,7.36,Loam,Cotton,Flowering,6.33,10,Winter,912.2
29.9,36.7,71.2,21.5,775.1,22.4,7.12,Clay,Maize,Germination,4.96,10,Autumn,386.2
17.3,39.7,62.4,43.1,715.3,25.4,6.01,Sandy,Wheat,Vegetative,9.02,4,Summer,2000.0
16.8,48.8,75.7,7.5,551.1,3.2,6.72,Silt,Rice,Germination,5.44,4,Autumn,570.3
25.0,36.4,13.8,13.9,360.3,24.5,6.81,Loam,Cotton,Maturity,9.46,13,Winter,857.3
38.5,21.4,10.9,4.7,532.6,23.1,8.45,Sandy,Soybean,Germination,3.86,7,Spring,1010.3
36.2,81.6,56.3,10.5,502.8,10.4,8.05,Clay,Rice,Germination,9.69,9,Spring,1577.1
38.7,87.6,30.3,11.9,376.0,20.7,7.7,Silt,Cotton,Flowering,8.81,4,Spring,2000.0
30.5,43.9,27.7,45.9,314.7,0.0,8.17,Loam,Rice,Flowering,6.05,9,Winter,1176.4
28.2,43.7,33.2,3.9,384.9,28.0,7.71,Clay,Cotton,Flowering,3.86,14,Winter,468.7
19.4,20.5,28.9,21.4,501.7,16.5,8.21,Loam,Soybean,Flowering,4.07,6,Spring,1112.5
24.8,67.6,45.8,26.6,399.7,18.6,5.66,Loam,Rice,Maturity,7.84,12,Summer,2000.0
28.0,77.8,40.8,44.9,284.5,19.9,6.87,Silt,Cotton,Germination,6.02,11,Summer,667.2
17.7,30.3,45.9,49.9,632.7,16.8,7.74,Clay,Wheat,Maturity,4.32,9,Spring,216.6
21.6,31.2,57.1,37.7,472.0,25.7,7.25,Clay,Maize,Maturity,6.54,7,Spring,746.8
32.9,75.3,37.1,48.5,147.4,18.3,6.03,Sandy,Cotton,Flowering,7.47,7,Winter,1061.0
37.1,63.1,27.6,39.4,357.8,27.2,6.52,Clay,Cotton,Germination,0.72,2,Autumn,50.0
45.0,23.1,21.6,48.2,719.4,17.5,6.45,Clay,Cotton,Germination,1.35,3,Winter,102.4
43.0,63.6,34.5,35.4,628.7,5.1,6.28,Silt,Rice,Maturity,1.4,13,Autumn,216.4
34.3,41.6,61.9,4.0,326.3,27.4,6.53,Sandy,Maize,Flowering,2.7,12,Autumn,1046.9
27.6,45.8,63.0,20.1,756.7,20.4,7.04,Silt,Rice,Maturity,4.56,7,Autumn,751.8
34.1,73.9,56.7,32.3,153.6,21.0,8.06,Clay,Cotton,Germination,8.13,4,Autumn,482.8
38.6,76.8,26.4,17.5,772.9,29.6,7.73,Sandy,Cotton,Flowering,3.84,13,Spring,1695.8
18.6,48.0,51.2,13.7,272.0,2.3,8.01,Silt,Maize,Maturity,0.67,11,Autumn,50.0
27.3,86.3,49.9,28.9,106.4,12.9,8.15,Sandy,Wheat,Germination,5.09,0,Autumn,338.5
40.2,48.5,43.9,46.7,403.7,7.2,6.75,Clay,Rice,Vegetative,9.97,6,Autumn,2000.0
26.5,74.0,48.5,1.7,351.3,18.9,6.54,Sandy,Wheat,Flowering,3.82,2,Winter,511.9
32.2,53.9,44.4,38.5,477.4,24.2,5.67,Sandy,Cotton,Germination,9.63,1,Winter,681.8
32.6,82.8,49.6,36.1,657.7,29.0,8.29,Sandy,Cotton,Flowering,1.46,11,Winter,50.0
20.5,83.5,60.1,48.2,689.7,13.6,5.7,Clay,Soybean,Germination,2.14,9,Summer,50.0
25.9,26.1,17.7,46.5,380.9,23.6,7.72,Clay,Soybean,Flowering,7.38,4,Winter,831.0
25.0,85.6,62.5,38.1,400.9,27.5,6.63,Sandy,Wheat,Vegetative,5.26,0,Summer,837.8
15.8,77.8,19.5,26.0,203.7,20.5,8.35,Silt,Soybean,Maturity,7.77,13,Winter,488.3
15.7,75.4,14.7,10.2,133.3,7.3,6.76,Silt,Maize,Maturity,8.7,8,Summer,1920.0
40.0,34.1,78.3,27.3,548.9,18.2,7.95,Clay,Wheat,Maturity,2.89,9,Winter,127.2
23.2,76.4,77.0,38.3,145.1,29.1,6.35,Loam,Soybean,Vegetative,6.99,13,Spring,915.4
30.5,79.5,14.2,44.8,613.7,29.6,6.4,Silt,Soybean,Flowering,6.27,14,Winter,707.9
24.0,40.2,41.0,39.5,477.4,19.3,7.29,Sandy,Maize,Flowering,8.68,4,Summer,2000.0
43.2,86.7,23.0,9.8,239.0,26.6,8.49,Loam,Maize,Germination,4.59,5,Autumn,579.7
22.8,23.5,44.0,30.0,477.7,6.0,7.05,Clay,Wheat,Germination,0.99,6,Winter,50.0
27.9,30.5,68.1,16.6,228.1,7.4,8.31,Silt,Rice,Flowering,5.95,13,Autumn,1785.6
41.2,57.6,76.5,0.5,407.1,28.6,7.86,Loam,Maize,Vegetative,9.61,8,Autumn,2000.0
40.3,60.3,54.4,10.0,659.7,4.1,7.89,Clay,Soybean,Vegetative,0.64,10,Winter,93.9
20.6,65.2,34.8,5.7,423.3,5.7,6.81,Clay,Wheat,Maturity,2.78,4,Winter,127.4
39.1,21.2,52.2,42.1,204.1,12.6,6.66,Sandy,Rice,Maturity,3.5,11,Spring,999.9
28.7,87.2,31.8,12.9,606.7,17.7,6.08,Silt,Wheat,Maturity,7.78,3,Summer,1400.8
29.5,23.1,73.7,14.2,230.7,18.1,8.39,Loam,Soybean,Flowering,3.57,11,Winter,483.1
19.0,30.0,70.9,48.0,617.0,8.8,8.38,Sandy,Rice,Germination,2.77,2,Summer,50.0
17.4,21.0,49.1,19.0,435.5,27.6,7.74,Silt,Rice,Flowering,6.66,4,Winter,1200.1
36.8,59.7,32.7,0.5,417.6,27.5,6.39,Loam,Maize,Flowering,0.94,13,Autumn,494.5
29.9,85.3,30.5,14.2,696.0,11.8,6.24,Clay,Cotton,Vegetative,2.12,9,Autumn,185.5
28.1,66.6,12.3,6.0,596.0,13.0,8.47,Clay,Soybean,Vegetative,4.38,9,Winter,460.7
36.9,77.6,67.1,5.1,123.0,21.1,5.7,Silt,Cotton,Germination,3.88,12,Summer,502.5
38.0,20.9,41.5,3.9,307.3,19.9,8.03,Sandy,Soybean,Germination,3.8,2,Summer,1189.4
19.8,57.9,32.8,29.7,709.6,11.5,6.57,Loam,Wheat,Flowering,1.53,4,Autumn,50.0
33.3,52.2,43.0,9.5,112.8,12.4,6.76,Loam,Cotton,Flowering,3.93,7,Summer,1539.3
19.1,54.9,67.3,18.1,481.7,10.4,8.0,Clay,Rice,Flowering,8.08,1,Summer,2000.0
37.5,25.1,18.7,43.1,609.5,7.1,5.77,Silt,Maize,Flowering,4.43,12,Spring,1467.2
34.7,67.9,70.0,21.2,535.3,13.7,6.56,Sandy,Soybean,Vegetative,6.07,3,Autumn,1232.2
43.7,55.2,72.8,45.8,632.4,20.6,8.36,Clay,Maize,Maturity,2.05,7,Summer,124.7
17.1,73.6,76.3,24.9,608.0,22.3,7.6,Clay,Soybean,Maturity,1.16,14,Spring,50.0
16.7,54.0,37.8,19.9,584.4,23.4,7.76,Sandy,Rice,Maturity,8.86,13,Winter,1377.3
23.5,30.5,25.2,37.5,675.1,11.2,7.77,Loam,Rice,Germination,3.65,4,Spring,525.7
22.9,65.4,36.2,3.7,552.0,22.9,5.68,Loam,Rice,Germination,3.83,7,Spring,720.2
22.4,32.1,33.3,4.5,381.7,0.2,6.11,Silt,Rice,Germination,8.84,5,Spring,1655.5
42.2,81.1,22.3,32.6,430.3,14.3,6.97,Clay,Rice,Germination,7.22,0,Spring,1114.4
22.5,62.9,52.5,24.3,601.7,23.8,6.6,Silt,Maize,Vegetative,7.68,4,Spring,1344.1
23.2,31.0,43.4,39.5,713.4,18.9,6.73,Loam,Wheat,Flowering,6.98,9,Spring,1499.3
37.8,87.4,70.6,45.8,290.6,14.2,7.84,Sandy,Cotton,Germination,1.51,14,Winter,50.0
28.5,56.3,12.2,19.4,339.5,19.3,5.54,Loam,Maize,Maturity,9.6,1,Winter,922.3
38.3,25.1,55.1,29.8,751.5,27.2,7.48,Loam,Cotton,Germination,9.14,6,Autumn,963.0
17.0,63.9,63.4,25.0,505.0,17.0,5.5,Clay,Wheat,Maturity,2.74,13,Autumn,50.0
29.6,37.7,63.2,49.1,225.3,24.0,5.69,Loam,Soybean,Flowering,8.14,9,Winter,985.7
16.0,76.3,72.0,41.6,564.6,29.4,6.72,Silt,Wheat,Vegetative,4.39,3,Winter,55.8
16.9,77.2,61.0,45.6,793.5,21.2,8.02,Sandy,Wheat,Vegetative,7.0,1,Autumn,737.0
42.2,88.5,74.9,12.7,676.4,17.2,5.93,Clay,Soybean,Germination,2.07,0,Spring,164.2
19.2,55.1,33.3,38.6,622.0,1.1,7.16,Sandy,Cotton,Germination,5.62,4,Summer,856.3
31.0,51.8,45.2,13.3,245.6,11.2,7.54,Silt,Rice,Maturity,1.7,10,Spring,299.8
27.3,72.7,11.0,10.4,713.3,17.0,6.19,Silt,Soybean,Germination,5.59,9,Winter,327.1
25.4,29.3,10.5,47.2,468.1,23.9,7.04,Loam,Soybean,Vegetative,2.81,12,Autumn,315.3
42.0,58.3,26.8,1.0,722.5,13.1,8.23,Silt,Wheat,Germination,4.8,7,Autumn,539.4
15.7,58.2,17.1,48.3,330.9,28.8,7.04,Loam,Soybean,Maturity,6.85,7,Spring,781.2
34.9,26.3,28.2,7.5,143.4,8.2,5.97,Clay,Maize,Flowering,8.83,11,Autumn,2000.0
43.9,49.3,22.4,41.0,433.2,22.3,7.38,Sandy,Rice,Vegetative,2.07,12,Winter,497.7
31.8,79.7,12.0,13.8,288.9,12.6,7.28,Loam,Wheat,Vegetative,8.99,9,Winter,893.8
43.1,79.9,73.7,17.5,600.7,14.6,5.58,Loam,Cotton,Flowering,4.21,1,Summer,1443.9
16.6,26.9,10.6,10.8,770.0,24.1,5.77,Clay,Cotton,Flowering,8.52,5,Winter,980.3
27.6,26.4,61.5,29.3,583.7,8.9,5.97,Silt,Cotton,Vegetative,5.37,6,Summer,1100.9
22.8,38.4,20.7,17.4,720.9,2.9,5.91,Loam,Cotton,Maturity,8.69,9,Summer,2000.0
36.9,81.2,73.9,32.9,417.1,15.6,6.28,Silt,Cotton,Maturity,6.8,0,Spring,726.1
44.4,29.0,72.5,0.8,640.1,15.9,6.86,Loam,Wheat,Germination,5.33,4,Autumn,579.5
22.7,70.4,55.8,3.2,690.1,23.9,6.62,Silt,Maize,Maturity,3.47,5,Winter,186.6
34.6,27.1,57.1,5.0,597.6,29.0,8.17,Loam,Maize,Vegetative,9.7,6,Autumn,2000.0
20.9,63.6,10.4,20.9,455.4,1.7,7.34,Sandy,Cotton,Germination,8.11,10,Summer,1709.7
32.0,44.9,78.9,40.7,538.1,17.8,8.13,Sandy,Maize,Maturity,4.12,8,Winter,299.2
28.9,75.2,71.4,44.4,590.4,20.4,7.08,Sandy,Rice,Flowering,2.08,2,Autumn,50.0
44.2,36.4,72.7,12.2,277.2,29.6,5.77,Loam,Maize,Maturity,7.91,7,Winter,772.3
33.3,64.7,56.1,28.7,666.7,28.3,6.89,Silt,Soybean,Germination,9.9,9,Spring,1145.3
25.5,36.5,34.1,38.4,765.2,21.4,7.97,Clay,Cotton,Flowering,3.15,2,Winter,218.4
18.4,70.0,72.6,14.4,425.7,15.7,6.08,Clay,Soybean,Germination,9.2,10,Summer,1157.6
19.5,81.2,30.4,20.5,590.7,4.8,5.77,Clay,Soybean,Germination,1.69,8,Winter,50.0
21.8,28.9,49.4,26.2,615.9,11.5,6.49,Sandy,Cotton,Flowering,9.55,7,Spring,2000.0
22.5,80.7,17.0,6.7,563.6,17.6,6.67,Sandy,Wheat,Germination,7.58,8,Spring,1086.7
40.5,61.6,74.5,1.3,483.0,21.8,6.42,Sandy,Maize,Vegetative,3.79,4,Autumn,975.6
31.8,28.9,19.9,7.6,717.2,19.1,5.91,Silt,Rice,Germination,3.39,10,Spring,869.5
30.7,49.9,25.7,31.3,414.2,21.4,6.25,Sandy,Wheat,Vegetative,6.61,8,Summer,2000.0
18.4,31.3,49.1,3.7,142.8,12.9,7.55,Silt,Rice,Flowering,6.14,12,Spring,2000.0
40.8,69.0,63.5,9.5,691.2,21.8,6.66,Silt,Cotton,Germination,9.23,2,Autumn,834.0
36.7,73.1,53.4,16.9,571.8,4.3,7.4,Silt,Maize,Maturity,7.78,6,Spring,1372.2
17.0,27.4,26.2,3.9,694.5,4.9,7.11,Loam,Wheat,Germination,5.63,2,Spring,657.5
36.2,55.4,10.1,9.6,197.0,4.9,7.15,Clay,Cotton,Vegetative,9.31,5,Winter,859.3
31.3,77.0,63.0,45.6,121.5,26.7,6.25,Silt,Wheat,Vegetative,6.13,7,Autumn,486.6
17.5,85.5,79.0,1.0,754.1,2.3,7.06,Clay,Soybean,Maturity,8.57,1,Winter,461.4
28.7,55.9,66.7,32.7,203.4,24.0,5.57,Silt,Maize,Flowering,8.49,14,Autumn,1755.9
29.5,86.5,42.2,19.2,666.8,7.0,6.8,Silt,Maize,Vegetative,9.23,7,Autumn,1480.4
20.0,57.5,73.3,33.6,676.2,14.1,7.22,Sandy,Cotton,Vegetative,1.14,0,Autumn,50.0
43.4,47.6,38.7,29.4,596.1,27.5,6.05,Clay,Cotton,Vegetative,6.05,3,Autumn,909.8
40.5,79.4,46.7,11.2,191.9,17.6,6.27,Silt,Cotton,Germination,4.95,6,Autumn,412.6
35.1,54.5,43.4,42.4,567.2,6.3,6.16,Clay,Maize,Germination,5.16,13,Autumn,388.0
28.9,53.0,41.3,24.6,722.4,8.5,5.71,Sandy,Soybean,Germination,4.87,0,Spring,696.1
27.4,54.3,64.3,41.1,397.9,27.6,6.54,Silt,Maize,Germination,8.46,5,Spring,888.2
34.5,79.3,46.9,20.3,389.5,12.8,8.44,Sandy,Cotton,Germination,3.53,9,Spring,444.6
31.4,78.2,32.2,49.2,410.0,17.6,6.56,Silt,Rice,Maturity,4.9,5,Summer,960.6
16.9,48.2,28.1,38.5,157.6,13.8,6.88,Sandy,Soybean,Vegetative,2.41,13,Autumn,50.0
30.4,43.3,12.6,48.3,724.4,11.4,7.46,Sandy,Maize,Maturity,2.89,12,Spring,575.0
39.2,54.4,50.8,25.7,708.4,6.7,7.45,Loam,Rice,Vegetative,6.77,6,Autumn,1823.5
28.8,60.1,26.1,23.7,798.5,20.6,8.35,Silt,Soybean,Germination,1.61,8,Winter,50.0
16.6,36.7,20.4,37.8,509.6,21.5,8.07,Silt,Maize,Germination,2.28,6,Summer,108.3
38.6,75.6,55.8,44.0,625.8,8.2,7.88,Silt,Cotton,Flowering,5.52,2,Autumn,852.7
21.0,54.1,57.7,48.2,241.9,23.7,8.35,Clay,Maize,Flowering,0.92,3,Spring,50.0
22.8,43.4,62.7,16.2,567.3,25.6,6.19,Loam,Soybean,Maturity,1.71,12,Summer,113.2
19.9,27.5,45.3,39.9,554.8,27.6,7.35,Clay,Cotton,Vegetative,8.7,14,Winter,599.4
24.9,36.7,72.6,10.5,730.8,4.8,8.16,Silt,Wheat,Maturity,8.54,0,Autumn,847.3
37.7,86.4,75.5,27.3,681.6,9.1,7.37,Loam,Rice,Flowering,3.8,4,Summer,1606.6
30.6,41.4,66.5,9.0,756.9,25.8,8.43,Sandy,Cotton,Vegetative,3.81,6,Autumn,795.9
21.1,31.8,54.5,17.4,708.2,6.0,5.8,Loam,Cotton,Maturity,9.4,2,Summer,2000.0
41.3,52.2,31.3,46.6,708.1,0.1,6.82,Sandy,Soybean,Flowering,0.75,5,Spring,50.0
41.4,41.5,78.8,7.3,144.6,26.1,8.43,Silt,Soybean,Germination,6.01,11,Autumn,587.3
41.1,22.5,29.2,31.6,692.2,9.8,6.64,Silt,Rice,Maturity,6.18,14,Autumn,1456.9
22.2,42.6,24.2,29.6,525.2,12.4,7.72,Sandy,Soybean,Germination,7.98,14,Autumn,1041.5
28.5,58.1,41.0,6.0,366.3,13.4,5.59,Loam,Cotton,Maturity,9.54,2,Spring,1546.5
44.5,58.6,14.0,16.3,139.6,25.4,7.58,Clay,Rice,Vegetative,3.88,3,Summer,1891.0
38.2,45.0,78.5,28.1,574.4,10.1,8.3,Loam,Rice,Vegetative,4.66,4,Spring,1287.4
15.8,51.3,51.2,9.4,329.7,26.8,6.65,Sandy,Maize,Vegetative,6.88,5,Winter,835.0
17.0,87.6,49.0,40.0,427.4,18.5,5.56,Sandy,Cotton,Vegetative,9.69,5,Winter,939.7
28.9,46.4,55.9,48.6,577.2,15.8,5.58,Clay,Cotton,Flowering,8.96,0,Winter,852.0
42.3,38.1,44.8,10.7,738.2,9.8,8.18,Clay,Soybean,Germination,6.84,11,Summer,1248.4
31.2,37.0,12.2,9.3,677.8,7.3,7.67,Clay,Cotton,Flowering,8.64,7,Autumn,1818.2
29.9,52.0,52.9,22.7,415.4,18.7,5.82,Sandy,Soybean,Maturity,1.31,2,Summer,50.0
18.2,73.2,60.1,37.4,371.4,13.4,5.66,Silt,Cotton,Maturity,4.08,3,Winter,90.0
34.7,34.4,39.2,14.1,267.8,27.3,7.91,Loam,Maize,Germination,0.62,7,Summer,158.2
39.7,69.7,63.0,1.0,360.7,14.7,7.93,Clay,Cotton,Germination,2.19,14,Autumn,177.0
26.4,21.5,25.9,27.1,177.7,15.4,5.86,Sandy,Maize,Flowering,6.49,4,Autumn,2000.0
38.3,49.3,25.5,47.8,779.8,12.5,6.4,Loam,Cotton,Vegetative,8.91,5,Summer,2000.0
43.9,74.3,21.3,19.6,501.7,23.7,7.84,Clay,Cotton,Flowering,6.51,12,Winter,848.7
21.1,43.7,36.0,21.0,189.5,12.7,7.08,Silt,Wheat,Flowering,6.81,12,Autumn,1103.8
30.7,59.5,69.3,48.4,347.0,8.1,8.37,Loam,Cotton,Maturity,1.49,14,Winter,50.0
23.6,34.3,68.0,34.7,482.9,25.9,6.94,Loam,Maize,Flowering,6.82,0,Autumn,1312.7
38.8,71.9,36.8,36.0,473.0,17.9,7.53,Sandy,Rice,Germination,4.82,7,Winter,582.3
32.3,23.7,51.2,28.1,124.9,17.7,7.03,Sandy,Maize,Vegetative,6.69,4,Summer,2000.0
34.0,79.7,60.5,48.7,765.6,18.3,8.33,Sandy,Cotton,Maturity,3.6,0,Spring,296.6
38.9,33.9,26.9,34.4,292.8,21.6,6.7,Silt,Soybean,Germination,6.02,6,Spring,757.1
26.9,81.2,21.8,44.8,111.3,9.4,6.19,Loam,Wheat,Maturity,4.53,14,Winter,203.7
42.5,44.7,78.0,35.0,153.5,1.0,6.48,Clay,Soybean,Flowering,5.81,1,Autumn,936.0
31.0,70.6,53.2,36.8,506.1,24.3,8.06,Silt,Wheat,Flowering,1.9,11,Summer,50.0
19.7,42.3,78.7,14.5,196.4,3.9,6.99,Clay,Wheat,Germination,4.26,5,Autumn,188.2
35.9,83.4,33.6,15.2,129.2,21.7,6.56,Clay,Soybean,Germination,4.06,13,Spring,402.1
38.8,28.9,59.2,39.1,365.7,2.5,7.13,Sandy,Cotton,Maturity,7.5,2,Spring,1455.3
24.5,32.5,25.6,14.8,535.9,11.3,5.9,Clay,Maize,Vegetative,7.21,5,Summer,1983.1
40.7,54.5,28.3,28.1,178.3,1.9,5.52,Clay,Soybean,Maturity,9.13,8,Winter,691.7
42.2,25.7,45.8,12.5,319.3,15.7,6.34,Silt,Rice,Flowering,6.5,5,Summer,2000.0
23.3,33.7,32.4,40.8,392.4,19.6,7.32,Sandy,Wheat,Germination,3.49,0,Spring,245.9
44.5,86.1,21.7,5.5,211.6,5.1,7.64,Clay,Maize,Germination,7.94,5,Summer,1504.3
19.2,88.4,28.4,41.5,454.3,11.1,7.98,Clay,Rice,Maturity,5.22,2,Spring,553.7
21.1,46.3,12.5,30.1,159.6,27.9,8.28,Clay,Maize,Germination,2.34,3,Autumn,57.2
20.5,84.6,59.3,9.3,132.6,13.3,6.74,Loam,Cotton,Germination,7.6,12,Spring,753.7
41.8,58.1,44.4,27.1,463.9,24.1,7.72,Loam,Rice,Flowering,1.76,3,Spring,670.5
34.6,38.9,16.6,14.1,273.5,27.8,5.72,Sandy,Soybean,Vegetative,2.19,8,Summer,1156.4
19.6,69.2,22.0,16.2,166.8,29.2,5.67,Silt,Maize,Germination,7.71,7,Summer,1212.2
28.2,66.1,17.2,17.6,396.7,26.9,5.87,Sandy,Soybean,Germination,7.82,6,Summer,1895.7
33.5,89.2,52.9,3.2,740.6,9.5,6.85,Loam,Soybean,Maturity,8.01,4,Autumn,1174.5
17.5,38.6,16.6,49.3,606.9,28.9,6.13,Sandy,Maize,Vegetative,3.29,9,Summer,576.1
41.5,67.0,62.8,1.6,670.9,24.4,6.36,Silt,Maize,Flowering,8.73,10,Autumn,2000.0
39.1,23.6,11.4,33.1,710.3,25.1,7.44,Sandy,Wheat,Germination,7.37,3,Winter,665.1
30.2,28.0,27.5,18.6,780.8,0.5,6.58,Clay,Wheat,Vegetative,8.42,12,Summer,1970.7
44.0,20.3,72.3,32.3,634.3,28.6,7.17,Silt,Rice,Vegetative,7.23,2,Summer,2000.0
27.5,90.0,60.3,17.8,525.9,23.3,6.74,Silt,Rice,Maturity,6.01,11,Winter,590.3
44.5,76.2,15.1,33.7,355.8,23.0,6.01,Silt,Rice,Flowering,1.54,0,Winter,303.5
35.0,75.1,67.5,36.5,227.2,2.4,5.72,Sandy,Wheat,Vegetative,7.25,8,Winter,679.3
34.0,55.7,44.5,34.5,580.7,7.0,6.21,Sandy,Soybean,Flowering,7.06,14,Spring,2000.0
20.0,41.0,69.3,5.7,796.5,28.9,5.67,Clay,Cotton,Vegetative,3.47,7,Spring,400.4
41.5,30.6,52.1,32.8,427.2,15.0,7.36,Silt,Cotton,Germination,7.49,0,Spring,818.5
27.8,39.9,57.7,14.0,606.6,11.9,7.89,Clay,Maize,Flowering,5.73,1,Winter,669.1
19.9,46.3,79.5,1.4,446.6,25.2,6.52,Silt,Wheat,Maturity,5.81,13,Autumn,559.6
15.4,72.9,26.3,20.7,402.4,2.6,6.66,Loam,Maize,Vegetative,3.99,0,Summer,653.9
31.8,57.8,53.7,21.7,387.2,12.5,7.95,Sandy,Cotton,Germination,1.61,0,Spring,58.9
30.8,25.4,42.2,23.4,453.2,11.3,6.17,Clay,Maize,Vegetative,2.56,13,Winter,207.4
36.6,21.3,12.8,35.2,356.8,10.5,5.86,Sandy,Wheat,Germination,7.8,8,Summer,1744.4
41.7,27.2,11.0,15.4,624.1,9.2,7.0,Sandy,Wheat,Flowering,3.08,4,Spring,1632.9
17.4,48.7,18.3,15.8,712.0,6.3,7.44,Loam,Wheat,Maturity,0.52,14,Winter,50.0
36.9,85.3,55.4,3.0,718.0,5.2,7.3,Loam,Cotton,Germination,9.97,2,Summer,1811.7
20.6,64.6,49.7,34.3,259.4,19.2,7.64,Silt,Wheat,Vegetative,2.5,1,Spring,50.0
40.7,76.1,48.7,28.4,727.1,27.6,5.67,Loam,Rice,Germination,6.73,11,Spring,1332.7
39.6,52.6,12.2,17.5,339.1,15.3,6.78,Silt,Rice,Germination,9.31,13,Spring,2000.0
31.2,45.3,42.9,35.3,316.5,8.9,6.22,Loam,Wheat,Maturity,6.2,7,Spring,789.1
36.3,27.6,74.7,26.9,608.7,4.8,7.78,Loam,Rice,Flowering,8.09,7,Spring,2000.0
24.4,81.3,37.8,23.5,313.3,24.9,8.12,Clay,Wheat,Germination,9.78,14,Winter,400.8
29.1,74.8,53.7,25.6,137.1,29.1,6.34,Loam,Cotton,Germination,8.67,14,Summer,1282.7
39.6,31.8,64.6,31.8,361.5,10.5,5.79,Clay,Rice,Vegetative,5.8,13,Spring,1480.3
28.8,55.9,64.9,33.0,605.0,8.7,6.26,Loam,Cotton,Vegetative,3.96,5,Summer,694.9
25.7,54.1,46.3,14.4,328.9,18.0,5.81,Clay,Rice,Flowering,5.08,1,Spring,1607.3
29.8,63.8,70.1,7.0,540.7,23.3,6.47,Sandy,Soybean,Flowering,8.5,10,Winter,1667.1
39.8,86.2,37.4,7.8,562.1,13.7,7.11,Silt,Soybean,Flowering,8.61,14,Winter,1380.1
25.1,60.6,72.2,32.0,613.6,18.9,8.42,Loam,Cotton,Vegetative,8.54,0,Summer,1910.7
20.2,57.8,26.8,43.6,728.0,21.5,6.7,Clay,Rice,Germination,6.17,5,Spring,700.4
36.4,23.5,29.6,20.5,402.8,28.8,6.16,Loam,Soybean,Flowering,5.03,0,Winter,870.5
39.8,24.4,13.7,8.5,216.5,5.0,6.0,Clay,Wheat,Vegetative,3.46,11,Spring,750.8
18.0,33.1,65.7,37.8,323.2,29.9,6.02,Clay,Maize,Vegetative,0.53,5,Spring,50.0
22.2,22.3,39.2,41.6,402.5,11.8,6.08,Loam,Soybean,Flowering,7.76,14,Autumn,1683.1
19.3,72.0,26.0,44.0,599.7,21.7,7.79,Silt,Soybean,Vegetative,3.13,9,Winter,83.4
25.4,70.6,26.2,30.3,109.2,17.2,5.68,Clay,Wheat,Germination,3.63,1,Summer,217.2
28.5,29.5,73.1,43.0,321.0,14.6,8.49,Sandy,Soybean,Maturity,8.51,14,Summer,2000.0
37.5,78.5,68.4,0.8,645.9,20.9,7.07,Loam,Soybean,Vegetative,1.0,6,Spring,138.4
34.5,30.8,48.7,5.4,569.6,11.9,7.13,Sandy,Soybean,Vegetative,9.31,11,Spring,2000.0
33.6,41.1,53.1,4.6,612.2,3.8,6.57,Clay,Rice,Maturity,0.51,9,Spring,162.2
25.6,37.4,43.2,35.6,668.3,14.7,7.57,Clay,Soybean,Germination,9.42,1,Autumn,714.5
40.2,46.1,37.4,3.5,648.3,15.7,6.91,Loam,Maize,Flowering,4.82,1,Spring,2000.0
29.1,37.8,74.1,24.8,577.5,6.1,6.49,Silt,Rice,Vegetative,1.47,5,Spring,50.0
44.4,54.2,18.8,23.6,407.8,28.1,6.3,Sandy,Rice,Germination,6.9,3,Summer,2000.0
34.0,48.5,39.3,15.5,788.5,6.8,8.28,Silt,Cotton,Flowering,9.01,5,Autumn,2000.0
18.8,89.1,34.1,43.5,498.4,12.3,6.37,Sandy,Soybean,Germination,4.66,11,Summer,476.4
35.3,23.9,44.9,8.5,241.9,4.6,6.81,Silt,Maize,Maturity,7.07,7,Autumn,1130.7
24.8,30.0,42.0,17.6,305.0,16.1,6.55,Loam,Maize,Vegetative,9.8,10,Autumn,1877.5
35.6,23.7,46.3,38.7,585.5,9.2,5.76,Sandy,Cotton,Germination,2.79,9,Winter,129.8
17.1,63.8,19.8,1.5,747.3,14.7,6.06,Loam,Maize,Flowering,8.29,2,Winter,1427.8
20.2,23.8,45.9,33.6,225.1,6.7,6.07,Silt,Rice,Flowering,3.3,4,Winter,269.6
40.7,78.6,27.0,40.8,157.6,1.6,7.58,Silt,Wheat,Flowering,4.55,4,Summer,1183.5
21.8,55.8,22.9,46.6,717.1,23.4,6.72,Silt,Rice,Maturity,3.18,9,Winter,143.3
40.1,56.9,14.5,43.8,740.7,19.2,7.85,Loam,Wheat,Germination,4.74,8,Winter,234.6
23.4,59.3,63.4,16.0,293.5,10.2,7.63,Clay,Maize,Germination,0.55,6,Summer,50.0
34.3,32.0,39.9,29.3,364.1,1.4,6.08,Clay,Soybean,Flowering,3.38,12,Autumn,558.7
35.8,33.8,53.9,3.9,562.1,26.0,7.19,Sandy,Wheat,Flowering,4.73,8,Autumn,1485.9
30.4,42.3,60.9,12.9,331.0,5.1,7.73,Loam,Rice,Flowering,6.51,7,Spring,2000.0
24.2,61.5,57.6,4.7,714.0,27.9,7.4,Loam,Rice,Maturity,6.55,2,Spring,1613.6
21.4,34.7,42.9,15.8,175.3,14.4,7.3,Loam,Rice,Maturity,6.05,1,Winter,616.5
16.0,28.1,37.2,43.8,126.6,10.2,7.72,Silt,Rice,Vegetative,3.28,14,Summer,431.8
